06:00:50,E201,SHS,1
06:05:56,E209,SHS,1
06:11:01,E221,SHS,1
06:15:08,E205,SHS,1
06:20:25,E213,SHS,1
06:21:34,E209,KOT,2
06:23:40,E201,HHK,3
06:26:04,E217,SHS,1
06:30:46,E225,SHS,1
06:36:28,E229,SHS,1
06:40:59,8001,SHS,1
06:42:00,E209,LOW,2
06:45:57,62,SHS,1
06:47:27,E201,TAP,3
06:50:17,E213,UNI,2
06:52:37,E217,LMC,3
06:53:04,E205,FAN,3
06:53:05,E221,TWO,2
06:54:32,E229,LOW,3
06:58:17,8001,RAC,2
07:12:03,E225,HHK,1
07:13:11,62,KOT,2
07:13:33,E209,LMC,3
07:14:02,E205,MOK,2
07:17:14,E201,UNI,2
07:22:03,E229,RAC,1
07:22:16,E217,FTR,2
07:28:13,E221,FAN,2
07:29:03,E213,LMC,3
07:32:21,E209,FAN,3
07:38:55,E201,LMC,2
07:39:10,E205,SHT,3
07:40:17,E217,HHK,2
07:41:39,E229,KOT,2
07:41:45,8001,TAW,2
07:48:25,E209,MOK,3
07:53:49,E225,FTR,1
07:53:54,E213,UNI,2
07:54:46,E201,RAC,2
07:55:25,62,MOK,3
08:04:01,E221,FTR,2
08:04:19,E205,FTR,1
08:05:03,8001,SHT,2
08:05:20,E209,KOT,2
08:16:21,E201,HHK,1
08:21:17,E221,KOT,2
08:23:08,62,LMC,1
08:24:06,E225,TAW,1
08:24:52,E217,LMC,1
08:26:09,E229,SHS,1
08:26:37,E209,SHT,1
08:27:50,E213,LOW,2
08:30:10,E205,TAW,1
08:38:59,62,TAP,1
08:40:09,8001,FAN,2
08:40:53,E217,FTR,1
08:42:21,E201,TAP,1
08:43:40,E209,LOW,1
08:49:54,E221,SHS,3
08:51:54,E229,HHK,3
08:53:58,E225,FAN,3
09:02:09,62,FTR,2
09:03:28,E213,HHK,2
09:07:25,E217,HHK,3
09:08:48,E201,TWO,3
09:09:24,E205,LOW,3
09:10:01,E229,LMC,2
09:14:06,E225,TAP,2
09:21:18,8001,FTR,1
09:23:32,E209,MOK,1
09:25:22,E229,TAW,3
09:26:16,E213,RAC,2
09:28:19,E221,TAW,2
09:29:37,E205,SHS,2
09:31:24,E201,FAN,2
09:34:55,62,SHS,1
09:40:32,E225,TWO,1
09:40:47,E229,RAC,2
09:43:10,E209,HHK,1
09:48:54,E217,SHT,2
09:54:13,E205,RAC,1
09:56:58,E221,TWO,2
09:57:13,8001,LOW,2
10:02:12,E201,SHT,1
10:02:50,62,RAC,3
10:03:32,E229,KOT,1
10:07:52,E217,TAW,2
10:10:29,E213,TAW,2
10:15:39,E209,MOK,1
10:15:54,E225,TAP,1
10:25:58,E221,RAC,2
10:26:38,E229,TWO,3
10:33:02,E213,UNI,1
10:33:26,E205,SHT,2
10:38:49,8001,TAW,1
10:44:18,E201,RAC,2
10:44:32,E209,FTR,2
10:46:35,62,KOT,1
10:46:53,E217,MOK,3
10:50:29,E213,SHT,1
10:57:41,E221,SHS,2
10:58:02,E225,FAN,1
11:08:14,E201,LOW,2
11:08:16,E205,MOK,2
11:10:17,E229,LMC,3
11:13:44,E213,UNI,3
11:14:05,E221,FAN,3
11:14:58,E225,LMC,1
11:19:14,8001,SHS,3
11:21:20,62,FAN,3
11:21:22,E217,UNI,3
11:22:42,E209,FAN,3
11:31:10,E205,LMC,2
11:31:36,E201,TAW,3
11:38:03,E225,KOT,2
11:41:34,8001,FTR,1
11:49:02,E229,UNI,3
11:50:05,62,SHT,2
11:52:48,E221,SHT,2
11:53:04,E213,LOW,2
11:56:49,E217,HHK,2
12:00:02,E209,TWO,2
12:01:23,E201,FAN,1
12:07:55,E225,LMC,2
12:11:02,E205,SHT,3
12:17:14,E229,SHS,3
12:20:31,E213,MOK,3
12:21:33,E209,RAC,1
12:22:36,8001,RAC,1
12:23:00,62,MOK,1
12:23:44,E217,RAC,2
12:28:03,E201,UNI,2
12:34:22,E221,LOW,2
12:37:43,E225,MOK,2
12:41:57,E229,KOT,3
12:45:04,E205,TAP,2
12:48:01,8001,FTR,2
12:51:37,E201,LMC,1
12:53:29,E217,FTR,1
12:54:43,E209,MOK,2
12:56:46,E213,TAW,3
12:57:27,E221,SHS,2
12:58:52,62,SHS,2
13:01:28,E205,UNI,2
13:14:12,E225,LOW,2
13:15:18,62,KOT,2
13:20:33,E229,FAN,2
13:22:26,E209,LOW,2
13:24:13,8001,HHK,3
13:25:23,E221,HHK,2
13:28:25,E201,UNI,2
13:29:39,E225,TAW,2
13:36:48,E217,TAW,3
13:37:38,E213,LMC,3
13:38:29,E205,SHT,3
13:44:14,E221,KOT,2
13:50:10,62,SHT,3
13:51:26,E201,SHT,3
13:53:22,E209,SHS,1
13:57:34,E229,TWO,3
14:08:06,E225,RAC,2
14:08:50,8001,TWO,3
14:10:54,E221,TAP,2
14:11:16,E213,LOW,1
14:11:57,E217,UNI,1
14:12:39,E205,TWO,3
14:18:35,E201,RAC,1
14:19:06,E209,FAN,2
14:20:36,62,FTR,1
14:27:03,E229,SHS,1
14:28:03,8001,LOW,1
14:37:22,E225,TAW,2
14:45:13,E221,TAW,3
14:50:57,E213,HHK,2
14:51:28,62,UNI,1
14:51:56,E217,SHT,1
14:55:40,E209,SHT,1
14:56:16,E205,TAP,2
14:57:04,E229,TAP,1
14:57:50,E225,RAC,2
15:01:26,E201,HHK,2
15:08:41,8001,SHT,3
15:14:50,E217,SHS,2
15:15:43,62,FAN,3
15:21:27,E205,SHS,2
15:24:41,E229,SHT,2
15:27:13,E209,TWO,2
15:29:42,E221,TAP,3
15:32:10,E225,MOK,1
15:32:18,E213,TAP,1
15:44:35,8001,KOT,2
15:44:54,E201,TAW,2
15:49:59,62,RAC,2
15:51:50,E209,RAC,1
15:53:12,E213,RAC,2
15:54:15,E221,TAW,3
15:55:24,E225,SHT,1
15:56:41,E229,TAP,2
15:57:16,E217,KOT,3
15:58:09,E205,LMC,1
16:04:29,E201,LMC,2
16:06:05,8001,FTR,1
16:11:11,E225,TWO,2
16:15:14,E221,MOK,1
16:17:46,62,FTR,2
16:20:10,E201,TAW,1
16:24:45,E217,UNI,3
16:25:41,E209,UNI,2
16:27:07,E213,UNI,3
16:29:19,8001,LOW,2
16:31:20,E229,FTR,3
16:34:02,E205,TAW,2
16:34:31,E225,RAC,1
16:44:05,E213,KOT,2
16:52:24,62,SHT,2
16:52:59,E205,LMC,2
16:56:30,E221,UNI,3
16:56:31,E201,TAP,1
17:00:11,E217,SHS,3
17:00:17,E209,TAP,1
17:09:09,8001,MOK,3
17:14:08,E229,SHS,1
17:18:02,E209,FTR,1
17:18:59,E225,SHS,2
17:20:36,E205,TAW,1
17:22:54,62,UNI,1
17:24:39,8001,TWO,2
17:27:56,E213,SHT,2
17:32:54,E201,FAN,2
17:34:11,E229,UNI,2
17:34:43,E209,UNI,1
17:35:54,E221,LMC,1
17:36:51,E217,FTR,1
17:39:58,E225,LOW,1
17:41:37,62,TWO,1
17:56:50,8001,FTR,2
17:58:45,E205,RAC,3
18:01:20,E209,HHK,1
18:01:51,E213,MOK,3
18:10:22,62,TAW,2
18:11:05,E221,TWO,3
18:13:13,E229,MOK,1
18:14:35,E201,UNI,3
18:16:55,E209,RAC,2
18:17:31,E217,TWO,3
18:24:48,E225,FAN,1
18:31:41,E213,FTR,2
18:32:28,E221,HHK,3
18:33:49,E209,KOT,3
18:37:14,E205,LOW,1
18:37:44,8001,MOK,3
18:39:54,E229,LMC,2
18:42:14,E201,TWO,2
18:51:10,62,HHK,3
18:56:47,E221,LMC,2
18:58:44,E209,TWO,1
18:59:01,E213,KOT,1
18:59:09,E229,SHS,2
18:59:46,8001,RAC,3
19:00:24,E217,UNI,1
19:06:42,E225,SHS,3
19:15:17,E201,LMC,3
19:17:41,E205,TWO,3
19:18:12,62,TAW,2
19:20:22,E213,HHK,1
19:21:48,E221,SHT,1
19:21:53,E229,KOT,1
19:23:51,8001,LMC,2
19:27:05,E209,LMC,3
19:32:08,E225,TAW,1
19:40:12,E205,LMC,1
19:43:45,E201,MOK,1
19:44:15,E217,SHT,1
19:45:35,E209,HHK,1
19:47:38,E213,SHT,1
19:49:08,E221,UNI,2
19:50:06,E229,SHT,3
19:52:14,E225,RAC,2
19:55:35,E205,FAN,1
19:56:26,62,FAN,2
20:04:29,E213,MOK,2
20:06:21,8001,LOW,3
20:13:29,E217,UNI,3
20:17:12,62,TAP,3
20:19:01,E229,LOW,2
20:22:51,E205,HHK,3
20:23:58,E201,HHK,1
20:27:25,E221,SHS,1
20:29:56,E209,TAW,3
20:34:28,E225,MOK,1
20:34:41,E213,LOW,2
20:35:57,E229,SHS,1
20:40:28,E205,MOK,1
20:41:26,8001,TAW,1
20:43:14,E221,HHK,3
20:45:11,E217,TWO,3
20:58:57,62,FTR,2
21:01:14,E213,MOK,2
21:01:27,E229,SHT,2
21:04:49,E225,RAC,2
21:05:08,E209,TAP,1
21:05:15,E201,SHT,1
21:05:30,E205,RAC,1
21:05:31,E217,TAW,2
21:05:56,8001,LOW,2
21:18:08,E213,LOW,3
21:22:44,E229,RAC,3
21:24:00,E221,FAN,2
21:30:14,E217,LMC,1
21:30:29,E209,SHS,2
21:38:58,E201,TAP,3
21:40:03,8001,SHS,2
21:40:16,E229,TAP,1
21:40:23,E225,TAP,2
21:41:33,62,LOW,2
21:44:48,E205,TWO,1
21:46:48,E217,TWO,3
21:47:12,E213,TAP,3
21:55:05,E221,LOW,1
21:57:19,E225,TAW,1
22:02:04,E229,HHK,3
22:07:34,62,TWO,1
22:10:24,E213,SHT,2
22:12:44,8001,SHT,3
22:12:59,E205,TAW,1
22:14:03,E209,FAN,1
22:16:23,E217,KOT,2
22:21:03,E201,SHS,3
22:22:35,E221,SHS,1
22:25:51,62,FAN,1
22:28:16,E213,KOT,3
22:30:20,E205,MOK,1
22:30:28,E225,LMC,1
22:35:47,E209,LMC,3
22:38:17,8001,MOK,2
22:41:05,E229,SHT,2
22:43:31,E213,FAN,3
22:44:11,E201,MOK,1
22:45:05,E221,FAN,2
22:47:16,E217,FAN,1
22:52:24,62,KOT,3
23:02:18,E225,FTR,2
23:11:04,E213,SHT,3
23:12:49,E205,KOT,3
23:13:14,E209,HHK,1
23:14:47,E221,SHS,2
23:15:24,E201,SHS,1
23:19:36,E217,LOW,2
23:21:34,8001,HHK,3
23:22:52,E229,MOK,3
23:28:08,62,SHT,3
