06:00:10,E221,SHS,1
06:05:45,E205,SHS,1
06:11:24,E213,SHS,1
06:15:18,8002,SHS,1
06:21:13,8003,SHS,1
06:25:14,8004,SHS,1
06:25:45,E205,FAN,2
06:30:14,62,SHS,1
06:36:12,59,SHS,1
06:42:55,E221,MOK,2
06:47:53,8003,LOW,2
06:51:32,E213,FAN,2
06:55:25,8004,LMC,3
06:55:55,8002,TAW,1
07:01:52,62,TWO,2
07:05:26,E205,SHT,3
07:12:06,E213,HHK,1
07:15:31,59,LOW,1
07:15:31,E221,FTR,3
07:15:35,8004,FTR,2
07:18:39,8003,UNI,1
07:24:27,E205,FAN,1
07:31:05,E221,LMC,3
07:33:30,8002,LOW,1
07:37:51,E213,RAC,3
07:37:55,62,SHS,3
07:41:20,E205,SHT,2
07:46:30,8004,LOW,1
07:59:08,59,UNI,3
08:00:47,8003,LOW,3
08:01:12,E205,TWO,1
08:01:30,8002,HHK,2
08:12:44,E213,LMC,2
08:12:53,8004,TAW,3
08:16:01,E221,HHK,3
08:16:51,62,TAW,2
08:18:07,59,FTR,2
08:20:53,E205,SHT,2
08:21:45,8003,FAN,2
08:27:40,8002,TAW,2
08:32:52,E221,TAP,2
08:33:11,E213,SHT,1
08:37:07,59,LOW,2
08:43:07,62,HHK,2
08:44:58,8004,LMC,2
08:47:16,E205,TWO,1
08:50:39,E213,LOW,3
08:59:57,E221,MOK,3
09:02:20,8002,MOK,1
09:03:00,62,TAW,3
09:06:30,8003,UNI,3
09:11:09,E205,LMC,2
09:13:29,8004,TWO,3
09:16:44,59,UNI,1
09:20:14,E213,LMC,1
09:23:24,62,TWO,2
09:40:10,E221,LOW,3
09:42:47,8003,LOW,2
09:44:04,8004,SHS,2
09:44:39,8002,TWO,1
09:49:20,62,FAN,3
09:53:01,59,FTR,3
09:53:55,E205,KOT,3
10:01:42,E213,TWO,3
10:05:04,8003,SHT,1
10:08:20,62,RAC,2
10:09:06,8004,RAC,2
10:09:14,8002,FTR,3
10:11:55,59,KOT,2
10:16:37,E221,TWO,2
10:25:30,E205,SHT,3
10:25:56,8003,KOT,1
10:31:10,59,TAP,1
10:35:12,E221,TAW,1
10:37:44,E213,MOK,2
10:40:39,8004,LOW,1
10:42:49,62,TAP,2
10:48:06,8002,TAW,2
10:48:48,E205,MOK,1
10:57:43,8003,HHK,2
11:02:45,E213,UNI,1
11:09:16,8004,SHT,1
11:11:22,E221,FAN,3
11:15:06,59,KOT,3
11:23:03,E213,LMC,1
