Trains_2022-09-01.txt
06:40:51,8001,SHS,1
07:10:27,8001,MOK,2
07:27:35,8001,TAW,1
08:02:05,8001,LMC,1
08:46:09,8001,FTR,3
09:12:55,8001,TWO,2
09:54:49,8001,KOT,1
10:14:53,8001,SHS,2
10:46:50,8001,LOW,2
11:08:48,8001,TWO,1
11:25:19,8001,UNI,2
11:46:46,8001,FTR,2
12:23:52,8001,TAW,3
12:46:46,8001,UNI,2
13:14:48,8001,TAW,3
13:43:58,8001,TAP,2
14:21:48,8001,RAC,1
14:59:43,8001,UNI,3
15:29:14,8001,HHK,1
15:48:02,8001,UNI,1
16:08:52,8001,LOW,3
16:49:10,8001,FTR,1
17:24:27,8001,RAC,2
17:48:27,8001,TWO,3
18:25:52,8001,TAW,3
18:44:25,8001,MOK,1
19:19:24,8001,SHT,2
19:55:31,8001,FAN,1
20:15:30,8001,HHK,2
20:59:05,8001,TWO,3
21:28:22,8001,MOK,3
21:51:57,8001,LOW,2
22:26:45,8001,FTR,3
22:52:05,8001,KOT,3
23:30:57,8001,TAW,3
Trains_2022-09-02.txt
06:40:59,8001,SHS,1
06:58:17,8001,RAC,2
07:41:45,8001,TAW,2
08:05:03,8001,SHT,2
08:40:09,8001,FAN,2
09:21:18,8001,FTR,1
09:57:13,8001,LOW,2
10:38:49,8001,TAW,1
11:19:14,8001,SHS,3
11:41:34,8001,FTR,1
12:22:36,8001,RAC,1
12:48:01,8001,FTR,2
13:24:13,8001,HHK,3
14:08:50,8001,TWO,3
14:28:03,8001,LOW,1
15:08:41,8001,SHT,3
15:44:35,8001,KOT,2
16:06:05,8001,FTR,1
16:29:19,8001,LOW,2
17:09:09,8001,MOK,3
17:24:39,8001,TWO,2
17:56:50,8001,FTR,2
18:37:44,8001,MOK,3
18:59:46,8001,RAC,3
19:23:51,8001,LMC,2
20:06:21,8001,LOW,3
20:41:26,8001,TAW,1
21:05:56,8001,LOW,2
21:40:03,8001,SHS,2
22:12:44,8001,SHT,3
22:38:17,8001,MOK,2
23:21:34,8001,HHK,3
Trains_2022-09-03.txt
06:06:25,8001,SHS,1
06:27:42,8001,TAP,2
06:53:20,8001,SHT,2
07:31:22,8001,KOT,3
08:11:50,8001,RAC,3
08:31:01,8001,LMC,1
08:53:26,8001,HHK,2
09:26:28,8001,SHT,1
09:58:21,8001,TWO,2
10:35:22,8001,SHT,2
11:14:18,8001,FTR,1
11:35:51,8001,MOK,2
12:16:26,8001,FAN,1
12:50:48,8001,TAW,3
13:20:52,8001,TAP,2
13:39:43,8001,SHT,1
14:11:09,8001,LMC,3
14:32:40,8001,FTR,1
14:50:04,8001,MOK,1
15:05:13,8001,FAN,3
15:34:50,8001,LOW,1
16:16:49,8001,RAC,1
16:41:21,8001,LOW,1
17:03:51,8001,FAN,3
17:22:39,8001,SHS,2
17:56:59,8001,TAW,3
18:23:57,8001,FAN,2
18:48:49,8001,RAC,3
19:09:05,8001,TAP,1
19:28:36,8001,SHS,2
20:08:20,8001,KOT,1
20:30:29,8001,SHT,2
21:15:18,8001,FTR,2
21:42:55,8001,LOW,2
22:10:21,8001,TAP,2
22:38:00,8001,LOW,1
23:19:44,8001,RAC,2
Trains_2022-09-04.txt
